image_id,url,file_name,width,height,caption
18,http://visualqa.org/data/abstract_v002/scene_img/img/18.png,abstract_v002_train2015_000000000018.png,700,400,two women and a young boy near the fire place with two babies on the floor playing
18,http://visualqa.org/data/abstract_v002/scene_img/img/18.png,abstract_v002_train2015_000000000018.png,700,400,the twins play with blocks and a dog runs away with a bone as a woman shimmies and a woman and a boy sit on stools watching
18,http://visualqa.org/data/abstract_v002/scene_img/img/18.png,abstract_v002_train2015_000000000018.png,700,400,this family is having a good time playing in the living room
18,http://visualqa.org/data/abstract_v002/scene_img/img/18.png,abstract_v002_train2015_000000000018.png,700,400,a woman and a boy laugh while two babies play with blocks and another woman gets chased by a dog with a bone
19,http://visualqa.org/data/abstract_v002/scene_img/img/19.png,abstract_v002_train2015_000000000019.png,700,400,a woman is very happy to have her feed up and a plate of dessert
19,http://visualqa.org/data/abstract_v002/scene_img/img/19.png,abstract_v002_train2015_000000000019.png,700,400,a women is sitting on the couch with her feet propped on a stool and has a plate of food in her hands
19,http://visualqa.org/data/abstract_v002/scene_img/img/19.png,abstract_v002_train2015_000000000019.png,700,400,the woman is relaxing while holding a piece of pie while her dog plays on a chair
19,http://visualqa.org/data/abstract_v002/scene_img/img/19.png,abstract_v002_train2015_000000000019.png,700,400,a woman sits on a sofa with her feet on a stool while holding dessert
19,http://visualqa.org/data/abstract_v002/scene_img/img/19.png,abstract_v002_train2015_000000000019.png,700,400,the woman is on the edge of her seat with her feet propped on a stool balancing a plate of food
20,http://visualqa.org/data/abstract_v002/scene_img/img/20.png,abstract_v002_train2015_000000000020.png,700,400,older kid is grillinggrandpa restingyounger kid on the monkey bars
20,http://visualqa.org/data/abstract_v002/scene_img/img/20.png,abstract_v002_train2015_000000000020.png,700,400,a boy hangs from the monkey bars while a man grills steaks and a lady watches from the bench
20,http://visualqa.org/data/abstract_v002/scene_img/img/20.png,abstract_v002_train2015_000000000020.png,700,400,a boy plays on the monkey bars while an old woman watches from a bench and a man grills in the background
20,http://visualqa.org/data/abstract_v002/scene_img/img/20.png,abstract_v002_train2015_000000000020.png,700,400,man cooking on the grill lady sitting on park bench while kid plays
20,http://visualqa.org/data/abstract_v002/scene_img/img/20.png,abstract_v002_train2015_000000000020.png,700,400,boy on monkey bars near a man grilling and woman on bench
21,http://visualqa.org/data/abstract_v002/scene_img/img/21.png,abstract_v002_train2015_000000000021.png,700,400,an old man is sitting awkwardly on a red slide looking at a white cat beside a teetertotter in a park with lots of wildlife in it
21,http://visualqa.org/data/abstract_v002/scene_img/img/21.png,abstract_v002_train2015_000000000021.png,700,400,old man goes down slide at park on sunny day
21,http://visualqa.org/data/abstract_v002/scene_img/img/21.png,abstract_v002_train2015_000000000021.png,700,400,an older man is sitting on a slide while watching a cat
21,http://visualqa.org/data/abstract_v002/scene_img/img/21.png,abstract_v002_train2015_000000000021.png,700,400,the old man is sitting on the slide watching a squirrel
21,http://visualqa.org/data/abstract_v002/scene_img/img/21.png,abstract_v002_train2015_000000000021.png,700,400,the old man is sitting on the red slide
22,http://visualqa.org/data/abstract_v002/scene_img/img/22.png,abstract_v002_train2015_000000000022.png,700,400,fire burning in the fireplace while man is sitting on sofa
22,http://visualqa.org/data/abstract_v002/scene_img/img/22.png,abstract_v002_train2015_000000000022.png,700,400,man on red couch near a fireplace and cat
22,http://visualqa.org/data/abstract_v002/scene_img/img/22.png,abstract_v002_train2015_000000000022.png,700,400,a man in the process of sitting on a couch in a house with a fireplace and a grey cat
22,http://visualqa.org/data/abstract_v002/scene_img/img/22.png,abstract_v002_train2015_000000000022.png,700,400,a man sitting on the arm of a couch near a fireplace with a cat beside it
22,http://visualqa.org/data/abstract_v002/scene_img/img/22.png,abstract_v002_train2015_000000000022.png,700,400,a man sitting on a couch near a fireplace
23,http://visualqa.org/data/abstract_v002/scene_img/img/23.png,abstract_v002_train2015_000000000023.png,700,400,the woman is having pie in the park
23,http://visualqa.org/data/abstract_v002/scene_img/img/23.png,abstract_v002_train2015_000000000023.png,700,400,a woman holding a red cup is kneeling on the grass before a picnic blanket with a pie on it
23,http://visualqa.org/data/abstract_v002/scene_img/img/23.png,abstract_v002_train2015_000000000023.png,700,400,the woman is having a picnic by herself
23,http://visualqa.org/data/abstract_v002/scene_img/img/23.png,abstract_v002_train2015_000000000023.png,700,400,she is enjoying the day by having a picnic in the park
23,http://visualqa.org/data/abstract_v002/scene_img/img/23.png,abstract_v002_train2015_000000000023.png,700,400,a woman kneeling by a blanket with food
24,http://visualqa.org/data/abstract_v002/scene_img/img/24.png,abstract_v002_train2015_000000000024.png,700,400,baby sitting in floor of room with sleeping cat and a fireplace
24,http://visualqa.org/data/abstract_v002/scene_img/img/24.png,abstract_v002_train2015_000000000024.png,700,400,a little boy laughs and plays by himself while his cat sleeps on its bed
24,http://visualqa.org/data/abstract_v002/scene_img/img/24.png,abstract_v002_train2015_000000000024.png,700,400,an orange cat is sleeping in its bed while a boy is sitting on the floor next to a fireplace
24,http://visualqa.org/data/abstract_v002/scene_img/img/24.png,abstract_v002_train2015_000000000024.png,700,400,a fire is burning in the fireplace while the baby watches the dog sleep
24,http://visualqa.org/data/abstract_v002/scene_img/img/24.png,abstract_v002_train2015_000000000024.png,700,400,a baby boy in a white shirt on the floor laughing
25,http://visualqa.org/data/abstract_v002/scene_img/img/25.png,abstract_v002_train2015_000000000025.png,700,400,the placing for the picnic was set and the guy stood at the park
25,http://visualqa.org/data/abstract_v002/scene_img/img/25.png,abstract_v002_train2015_000000000025.png,700,400,a man walks by a picnic blanket with a pie and some fruit on it
25,http://visualqa.org/data/abstract_v002/scene_img/img/25.png,abstract_v002_train2015_000000000025.png,700,400,a boy walking on the sidewalk seeing a checkered blanket
25,http://visualqa.org/data/abstract_v002/scene_img/img/25.png,abstract_v002_train2015_000000000025.png,700,400,a man has a picnic next to a pond on a cloudy day outdoors
25,http://visualqa.org/data/abstract_v002/scene_img/img/25.png,abstract_v002_train2015_000000000025.png,700,400,a man is walking outside past a pond and a picnic blanket
26,http://visualqa.org/data/abstract_v002/scene_img/img/26.png,abstract_v002_train2015_000000000026.png,700,400,while sitting on a bench relaxing a woman waves and greets each passerby on the path
26,http://visualqa.org/data/abstract_v002/scene_img/img/26.png,abstract_v002_train2015_000000000026.png,700,400,a young woman waves to an old woman sitting on a bench while she is on a walk
26,http://visualqa.org/data/abstract_v002/scene_img/img/26.png,abstract_v002_train2015_000000000026.png,700,400,walking down the paved path the younger woman waves at the older woman
26,http://visualqa.org/data/abstract_v002/scene_img/img/26.png,abstract_v002_train2015_000000000026.png,700,400,an older woman sits on a bench and waves at a younger woman who is walking down the sidewalk
26,http://visualqa.org/data/abstract_v002/scene_img/img/26.png,abstract_v002_train2015_000000000026.png,700,400,a woman waves to an older woman sitting on a bench
27,http://visualqa.org/data/abstract_v002/scene_img/img/27.png,abstract_v002_train2015_000000000027.png,700,400,a raccoon sitting on a log in the forest
27,http://visualqa.org/data/abstract_v002/scene_img/img/27.png,abstract_v002_train2015_000000000027.png,700,400,there is a lot of wildlife at the park
27,http://visualqa.org/data/abstract_v002/scene_img/img/27.png,abstract_v002_train2015_000000000027.png,700,400,a forest family enjoys a beautiful day in the woods
27,http://visualqa.org/data/abstract_v002/scene_img/img/27.png,abstract_v002_train2015_000000000027.png,700,400,the raccoons are searching the park for some new friends to play with
27,http://visualqa.org/data/abstract_v002/scene_img/img/27.png,abstract_v002_train2015_000000000027.png,700,400,the raccoon sits on the log in the park
28,http://visualqa.org/data/abstract_v002/scene_img/img/28.png,abstract_v002_train2015_000000000028.png,700,400,the man stands alone on the living room rug
28,http://visualqa.org/data/abstract_v002/scene_img/img/28.png,abstract_v002_train2015_000000000028.png,700,400,a boy is standing on a rug in a room
28,http://visualqa.org/data/abstract_v002/scene_img/img/28.png,abstract_v002_train2015_000000000028.png,700,400,a man is standing indoors on a large rug
28,http://visualqa.org/data/abstract_v002/scene_img/img/28.png,abstract_v002_train2015_000000000028.png,700,400,a boy standing alone in a room near a window
28,http://visualqa.org/data/abstract_v002/scene_img/img/28.png,abstract_v002_train2015_000000000028.png,700,400,a boy in a red shirt is standing alone in the middle of a room
29,http://visualqa.org/data/abstract_v002/scene_img/img/29.png,abstract_v002_train2015_000000000029.png,700,400,a little girl in all black watching the television
29,http://visualqa.org/data/abstract_v002/scene_img/img/29.png,abstract_v002_train2015_000000000029.png,700,400,the girl is on the right and the tv is on the left
29,http://visualqa.org/data/abstract_v002/scene_img/img/29.png,abstract_v002_train2015_000000000029.png,700,400,the little girl is watching the tv that is on the table
29,http://visualqa.org/data/abstract_v002/scene_img/img/29.png,abstract_v002_train2015_000000000029.png,700,400,a girl reaches toward a tv sitting on a low table
29,http://visualqa.org/data/abstract_v002/scene_img/img/29.png,abstract_v002_train2015_000000000029.png,700,400,a laughing little girl gestures as she watches television
30,http://visualqa.org/data/abstract_v002/scene_img/img/30.png,abstract_v002_train2015_000000000030.png,700,400,two girls play in a sandbox while an old woman laughs
30,http://visualqa.org/data/abstract_v002/scene_img/img/30.png,abstract_v002_train2015_000000000030.png,700,400,an image of two people at the park
30,http://visualqa.org/data/abstract_v002/scene_img/img/30.png,abstract_v002_train2015_000000000030.png,700,400,the old woman is watching the two girls play in the sandbox
30,http://visualqa.org/data/abstract_v002/scene_img/img/30.png,abstract_v002_train2015_000000000030.png,700,400,two young girls play in a sandbox at the park while an older lady watches from a bench
30,http://visualqa.org/data/abstract_v002/scene_img/img/30.png,abstract_v002_train2015_000000000030.png,700,400,two girls with shovels in sandbox near woman
31,http://visualqa.org/data/abstract_v002/scene_img/img/31.png,abstract_v002_train2015_000000000031.png,700,400,two young men playing catch with football while boy plays on slide
31,http://visualqa.org/data/abstract_v002/scene_img/img/31.png,abstract_v002_train2015_000000000031.png,700,400,the little boy is having fun on the red slide
31,http://visualqa.org/data/abstract_v002/scene_img/img/31.png,abstract_v002_train2015_000000000031.png,700,400,two boys are tossing a football while another boy slides down a slide
31,http://visualqa.org/data/abstract_v002/scene_img/img/31.png,abstract_v002_train2015_000000000031.png,700,400,two men are playing football while their son slides down the slide behind them
31,http://visualqa.org/data/abstract_v002/scene_img/img/31.png,abstract_v002_train2015_000000000031.png,700,400,two buys play with a football while a child goes down a slide
32,http://visualqa.org/data/abstract_v002/scene_img/img/32.png,abstract_v002_train2015_000000000032.png,700,400,a boy is happily standing on a rug by the door
32,http://visualqa.org/data/abstract_v002/scene_img/img/32.png,abstract_v002_train2015_000000000032.png,700,400,a man stands alone on a rug in the living room
32,http://visualqa.org/data/abstract_v002/scene_img/img/32.png,abstract_v002_train2015_000000000032.png,700,400,a man standing in the middle of a room by himself
32,http://visualqa.org/data/abstract_v002/scene_img/img/32.png,abstract_v002_train2015_000000000032.png,700,400,a man standing on a red rug in the middle of a room
32,http://visualqa.org/data/abstract_v002/scene_img/img/32.png,abstract_v002_train2015_000000000032.png,700,400,the boy is standing in the center of the room
33,http://visualqa.org/data/abstract_v002/scene_img/img/33.png,abstract_v002_train2015_000000000033.png,700,400,a man standing near a small pond bench and log
33,http://visualqa.org/data/abstract_v002/scene_img/img/33.png,abstract_v002_train2015_000000000033.png,700,400,a guy looking lost in an empty park
33,http://visualqa.org/data/abstract_v002/scene_img/img/33.png,abstract_v002_train2015_000000000033.png,700,400,a boy stands with legs apart near the empty pond
33,http://visualqa.org/data/abstract_v002/scene_img/img/33.png,abstract_v002_train2015_000000000033.png,700,400,a man standing by a pond and log
33,http://visualqa.org/data/abstract_v002/scene_img/img/33.png,abstract_v002_train2015_000000000033.png,700,400,a man is near a pond on a sunny day
34,http://visualqa.org/data/abstract_v002/scene_img/img/34.png,abstract_v002_train2015_000000000034.png,700,400,the baby is laughing at the kitten doing tricks on the living room floor
34,http://visualqa.org/data/abstract_v002/scene_img/img/34.png,abstract_v002_train2015_000000000034.png,700,400,a baby playing with a cat on a floor
34,http://visualqa.org/data/abstract_v002/scene_img/img/34.png,abstract_v002_train2015_000000000034.png,700,400,a young child sits on the floor with his cat
34,http://visualqa.org/data/abstract_v002/scene_img/img/34.png,abstract_v002_train2015_000000000034.png,700,400,a toddler is sitting on the floor playing with a cat
34,http://visualqa.org/data/abstract_v002/scene_img/img/34.png,abstract_v002_train2015_000000000034.png,700,400,a kid and a dog are playing together
35,http://visualqa.org/data/abstract_v002/scene_img/img/35.png,abstract_v002_train2015_000000000035.png,700,400,boy and dog on blanket with pie and basket
35,http://visualqa.org/data/abstract_v002/scene_img/img/35.png,abstract_v002_train2015_000000000035.png,700,400,a boy stands near a picnic by a log and a pond
35,http://visualqa.org/data/abstract_v002/scene_img/img/35.png,abstract_v002_train2015_000000000035.png,700,400,a young boy is having a picnic with his dog
35,http://visualqa.org/data/abstract_v002/scene_img/img/35.png,abstract_v002_train2015_000000000035.png,700,400,a boy is standing near a dog on a picnic blanket in a park near a pond
35,http://visualqa.org/data/abstract_v002/scene_img/img/35.png,abstract_v002_train2015_000000000035.png,700,400,the boy is standing with his dog beside the picnic supplies
36,http://visualqa.org/data/abstract_v002/scene_img/img/36.png,abstract_v002_train2015_000000000036.png,700,400,the girl walks back to her bike in the park
36,http://visualqa.org/data/abstract_v002/scene_img/img/36.png,abstract_v002_train2015_000000000036.png,700,400,a woman standing next to her bike between a tree and a sandbox
36,http://visualqa.org/data/abstract_v002/scene_img/img/36.png,abstract_v002_train2015_000000000036.png,700,400,a girl is pulling leaves off a tree her bike is against
36,http://visualqa.org/data/abstract_v002/scene_img/img/36.png,abstract_v002_train2015_000000000036.png,700,400,younger girl with pony tails standing outside by a tree with her bike and a sandbox close by
36,http://visualqa.org/data/abstract_v002/scene_img/img/36.png,abstract_v002_train2015_000000000036.png,700,400,girl standing by a tree with a bike parked next to her
37,http://visualqa.org/data/abstract_v002/scene_img/img/37.png,abstract_v002_train2015_000000000037.png,700,400,a chair facing a bookcase full of toys and a couch and table
37,http://visualqa.org/data/abstract_v002/scene_img/img/37.png,abstract_v002_train2015_000000000037.png,700,400,two book cases are in front of a blue chair and couch
37,http://visualqa.org/data/abstract_v002/scene_img/img/37.png,abstract_v002_train2015_000000000037.png,700,400,a living room has a sofa table and a book self
37,http://visualqa.org/data/abstract_v002/scene_img/img/37.png,abstract_v002_train2015_000000000037.png,700,400,no one is in the room with a couch chair and toys
37,http://visualqa.org/data/abstract_v002/scene_img/img/37.png,abstract_v002_train2015_000000000037.png,700,400,a couch with a coffee table in front of it is in front of a bookcase and a chair
38,http://visualqa.org/data/abstract_v002/scene_img/img/38.png,abstract_v002_train2015_000000000038.png,700,400,a girl is watching a dog jump near a table with food
38,http://visualqa.org/data/abstract_v002/scene_img/img/38.png,abstract_v002_train2015_000000000038.png,700,400,the girl is standing in the room and dog is trying to reach pizza
38,http://visualqa.org/data/abstract_v002/scene_img/img/38.png,abstract_v002_train2015_000000000038.png,700,400,the dog wants to food on the table
